NU_INSCRICAO;TP_SEXO;SG_UF_ESC;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2,10052E+11;F;GO;C;C;B;B;3;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10051E+11;F;GO;F;H;F;B;4;D;A;B;C;B;B;B;A;A;A;B;A;B;C;A;A;D;A;A;B
2,10051E+11;F;GO;C;F;C;D;4;C;A;C;D;B;A;B;A;B;A;B;A;B;B;A;A;D;A;B;B
2,10053E+11;M;GO;D;D;B;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10051E+11;F;GO;D;D;A;A;4;E;A;B;D;B;A;B;A;B;A;B;A;A;B;A;B;D;A;A;B
2,10053E+11;F;GO;A;E;A;B;4;A;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;B;A
2,10054E+11;F;GO;E;E;B;B;6;B;A;B;C;B;A;B;B;A;A;B;A;A;B;B;A;D;A;B;B
2,10053E+11;F;GO;H;H;F;F;4;F;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;C;A;B;A
2,10052E+11;M;GO;C;C;F;F;4;D;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;D;A;A;A
2,10053E+11;F;GO;G;G;E;E;2;F;A;E;D;A;A;B;B;B;A;B;A;B;B;A;A;C;A;B;B
2,10054E+11;M;GO;E;E;D;B;3;H;A;C;D;B;B;B;B;B;A;B;A;A;B;B;A;C;A;B;B
2,10054E+11;F;GO;B;D;C;B;7;D;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;H;H;F;F;4;C;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;C;A;A;A
2,10052E+11;M;GO;E;E;B;F;5;I;D;C;D;C;A;B;B;B;A;B;A;A;C;A;A;E;A;B;B
2,10054E+11;M;GO;B;E;C;C;5;F;A;D;D;B;C;B;C;B;A;B;A;A;B;A;A;E;A;B;B
2,10051E+11;F;GO;E;F;D;D;4;Q;B;D;D;D;A;B;A;B;B;B;A;B;C;B;B;E;B;C;B
2,10052E+11;M;GO;F;E;D;D;2;M;A;D;D;B;A;B;B;B;A;C;A;B;C;A;A;E;A;C;B
2,10054E+11;M;GO;D;D;C;C;4;G;A;C;D;B;A;B;A;B;A;B;A;A;C;A;A;D;A;B;B
2,10053E+11;F;GO;C;C;A;B;6;D;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10051E+11;M;GO;C;C;A;A;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10051E+11;F;GO;G;G;E;E;3;M;A;D;D;C;A;C;B;B;A;B;A;A;B;B;B;D;A;D;B
2,10054E+11;M;GO;D;D;B;B;4;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;B;A;B;A
2,10051E+11;F;GO;C;C;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10054E+11;F;GO;B;D;C;B;4;C;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10054E+11;F;GO;B;E;D;B;5;F;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;E;A;A;B
2,10053E+11;F;GO;E;G;C;D;3;A;A;C;D;B;A;B;B;B;A;A;A;B;B;B;A;D;A;B;B
2,10052E+11;M;GO;B;G;F;D;4;G;A;D;D;B;A;B;A;B;A;A;A;A;B;A;B;D;A;B;B
2,10051E+11;F;GO;E;D;C;C;4;D;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;D;D;C;B;5;F;A;C;C;A;B;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,10052E+11;F;GO;A;A;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10054E+11;F;GO;B;D;C;B;8;B;A;B;D;A;A;B;A;B;A;B;A;A;B;A;B;B;A;A;B
2,10051E+11;F;GO;H;H;F;D;6;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10053E+11;M;GO;D;C;D;B;5;D;A;B;D;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10051E+11;M;GO;B;C;A;A;3;A;A;A;C;B;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
2,10054E+11;F;GO;B;E;B;B;6;C;A;B;C;A;C;B;A;A;A;B;A;A;B;B;A;E;A;A;B
2,10052E+11;M;GO;C;C;A;B;4;C;A;C;D;B;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;B;G;D;D;4;O;D;E;D;B;B;C;C;B;A;B;A;A;B;A;A;E;B;C;B
2,10054E+11;F;GO;B;D;B;B;4;C;A;C;D;B;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;C;C;B;B;5;C;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;A;A;A;B
2,10053E+11;F;GO;E;E;B;B;5;G;A;C;D;A;B;B;A;A;A;A;A;A;B;A;B;E;A;A;B
2,10052E+11;F;GO;D;D;F;B;6;D;A;C;D;B;A;B;A;B;A;A;A;A;A;A;A;E;A;A;B
2,10052E+11;M;GO;D;E;C;B;5;D;A;B;C;B;B;B;B;B;B;C;A;A;C;B;B;C;A;A;B
2,10052E+11;F;GO;C;E;C;D;4;G;A;C;C;B;A;B;B;B;A;B;A;B;B;A;A;E;A;A;B
2,10053E+11;M;GO;A;A;A;A;5;B;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
2,10051E+11;F;GO;C;C;F;F;3;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B
2,10054E+11;M;GO;D;D;B;B;5;D;A;B;C;B;B;B;B;B;A;B;A;A;B;A;A;B;A;B;B
2,10052E+11;F;GO;E;E;C;B;4;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;B;A;B
2,10052E+11;M;GO;H;H;F;F;4;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;B;B;B;B;4;C;A;C;C;A;A;B;A;A;A;A;A;A;B;A;B;D;A;A;B
2,10052E+11;F;GO;A;C;B;B;6;B;A;B;D;A;A;B;A;B;A;A;A;A;B;B;A;E;A;A;B
2,10053E+11;M;GO;D;E;B;C;4;C;A;B;C;A;A;B;A;B;A;B;A;A;A;A;A;B;A;B;B
2,10053E+11;F;GO;E;E;B;C;2;D;A;C;D;B;A;B;B;B;A;B;A;B;B;A;A;C;A;C;B
2,10052E+11;F;GO;G;G;E;D;3;D;A;C;D;C;B;B;B;B;B;A;A;A;C;A;B;B;A;D;B
2,10052E+11;M;GO;E;F;C;D;5;F;A;B;D;B;B;B;D;B;A;B;A;B;B;A;B;D;A;B;B
2,10054E+11;M;GO;D;C;F;B;4;C;A;B;D;C;B;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,10052E+11;F;GO;F;E;D;B;4;D;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;C;D;B;C;4;C;A;B;D;A;A;B;A;A;A;B;A;A;B;A;A;C;B;A;B
2,10052E+11;M;GO;F;G;D;E;4;O;A;D;D;C;A;B;B;B;A;B;A;A;C;A;B;D;B;B;B
2,10051E+11;M;GO;D;D;C;D;3;F;A;C;C;B;A;C;A;B;A;B;A;B;B;B;B;C;B;C;B
2,10054E+11;F;GO;B;B;F;B;4;A;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;D;D;C;C;5;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;H;C;A;A;2;B;A;B;C;A;B;B;A;B;A;A;A;A;A;A;A;B;A;A;B
2,10054E+11;F;GO;B;D;D;D;4;M;B;C;D;C;B;B;A;B;A;B;A;B;B;B;B;E;A;C;B
2,10051E+11;M;GO;C;E;A;B;5;M;B;C;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;A;B
2,10052E+11;M;GO;H;C;A;A;4;A;A;B;D;A;B;A;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;E;D;D;B;4;E;A;B;C;B;B;B;B;B;B;B;A;A;B;A;A;A;A;A;B
2,10052E+11;M;GO;B;E;C;F;4;C;A;B;C;B;A;B;B;B;A;B;A;A;B;B;A;D;A;C;B
2,10053E+11;F;GO;C;C;A;B;5;C;A;B;D;A;B;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;D;F;E;E;4;O;D;D;D;C;E;C;B;B;A;B;A;B;D;A;B;D;A;D;B
2,10053E+11;F;GO;D;D;A;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10052E+11;F;GO;C;C;A;A;2;C;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;F;GO;D;D;B;B;5;E;A;B;D;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10054E+11;M;GO;B;E;F;F;4;D;A;C;C;B;A;B;A;B;A;B;A;A;B;A;B;C;A;B;B
2,10053E+11;M;GO;C;E;A;B;4;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,10053E+11;F;GO;B;C;C;A;5;D;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10051E+11;F;GO;D;D;C;B;3;D;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;A
2,10053E+11;M;GO;E;E;A;F;4;F;A;D;D;C;B;B;C;B;A;B;A;B;B;A;B;E;A;C;B
2,10053E+11;M;GO;E;G;D;D;3;G;A;C;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B
2,10053E+11;M;GO;H;H;F;F;5;D;A;C;D;B;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10052E+11;F;GO;C;E;D;D;4;M;A;C;C;C;A;B;B;B;A;B;A;B;B;A;A;E;A;B;B
2,10053E+11;M;GO;B;E;A;B;4;B;A;B;C;A;B;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;B;E;B;B;4;C;A;B;C;B;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;B;B;B;B;2;B;A;B;B;B;B;B;A;A;A;A;A;A;B;A;A;B;A;B;A
2,10054E+11;F;GO;C;D;A;A;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;C;E;B;B;4;D;A;B;D;A;A;B;A;B;A;B;A;A;B;A;A;D;B;A;B
2,10053E+11;M;GO;D;D;D;C;5;E;A;B;C;A;B;B;A;B;A;A;B;A;B;A;A;D;A;A;B
2,10053E+11;M;GO;H;H;F;F;3;D;A;B;C;B;A;B;A;A;B;A;A;A;B;A;A;B;B;A;B
2,10052E+11;F;GO;C;C;A;B;3;D;A;B;D;B;A;B;A;B;A;B;A;B;B;A;A;D;A;B;B
2,10053E+11;M;GO;E;E;A;B;5;D;A;B;D;B;B;B;A;B;B;A;A;A;B;A;A;D;A;B;B
2,10053E+11;M;GO;H;E;B;D;3;F;A;E;E;C;A;B;B;B;A;B;A;A;D;A;A;D;A;B;B
2,10052E+11;F;GO;B;E;A;B;4;H;A;B;C;C;B;B;B;B;A;A;A;A;B;A;A;E;A;B;A
2,10051E+11;M;GO;H;H;C;B;3;B;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10054E+11;M;GO;C;C;B;B;4;E;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10054E+11;M;GO;H;H;F;F;4;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;B;B;A;A;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;C;C;A;B;4;B;A;C;D;A;B;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;D;D;B;B;2;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10054E+11;M;GO;H;H;F;F;4;C;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;C;A;A;A
2,10054E+11;F;GO;C;C;F;F;3;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10052E+11;M;GO;F;E;D;F;4;J;A;E;E;B;A;B;B;B;A;B;A;B;B;B;A;E;B;B;B
2,10054E+11;M;GO;D;D;B;B;5;D;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;B;A;B;B
2,10052E+11;M;GO;D;D;C;D;4;F;B;B;B;B;C;B;B;A;B;B;A;A;C;B;A;B;B;C;B
2,10052E+11;M;GO;D;E;B;D;5;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;B;E;B;A;B
2,10054E+11;F;GO;C;E;B;B;5;D;A;C;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;B;C;B;B;4;B;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;D;E;B;B;3;C;A;B;C;B;A;B;A;B;A;A;B;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;B;B;B;B;4;B;A;B;C;B;B;B;B;B;A;A;A;A;B;A;B;C;B;A;B
2,10052E+11;F;GO;E;D;C;F;7;D;A;B;E;B;A;D;D;A;A;B;A;A;D;B;A;E;B;C;B
2,10052E+11;M;GO;H;F;F;D;4;C;A;C;C;B;B;B;A;B;A;B;A;A;B;A;B;D;A;B;B
2,10054E+11;F;GO;E;E;D;D;5;L;D;D;D;B;A;B;B;B;B;B;B;A;C;B;B;D;A;C;B
2,10053E+11;F;GO;E;E;C;B;4;D;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;E;A;A;B
2,10051E+11;M;GO;E;E;C;D;4;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;D;D;A;B;5;C;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;M;GO;B;C;A;A;2;F;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;D;E;C;B;4;B;A;B;D;B;A;B;A;A;A;B;A;A;B;A;A;D;A;A;B
2,10054E+11;M;GO;B;D;C;B;4;B;A;B;B;A;A;B;B;B;A;A;A;A;B;B;B;D;A;B;B
2,10053E+11;F;GO;D;E;C;B;5;D;A;C;D;B;A;B;A;B;A;B;A;A;B;A;B;E;A;B;B
2,10054E+11;F;GO;E;G;C;C;2;D;A;B;B;B;B;B;B;C;A;B;A;B;B;B;A;C;A;B;B
2,10051E+11;F;GO;E;E;B;C;5;G;A;C;D;B;A;B;B;B;A;B;A;A;B;B;A;E;A;B;B
2,10053E+11;F;GO;F;E;D;B;2;C;A;C;C;A;B;B;B;B;A;A;A;A;B;A;A;A;A;B;B
2,10052E+11;F;GO;E;E;D;D;3;H;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10051E+11;F;GO;H;H;F;F;3;C;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10054E+11;M;GO;D;F;D;D;3;E;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10052E+11;F;GO;B;B;A;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10053E+11;F;GO;C;E;D;D;2;B;A;B;C;A;B;B;B;A;A;B;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;E;E;D;F;5;B;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B
2,10051E+11;F;GO;C;E;D;B;3;D;A;C;C;B;B;B;B;B;A;B;A;B;B;A;A;D;A;A;B
2,10054E+11;M;GO;D;D;C;C;4;D;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;F;E;C;C;3;C;A;B;C;A;B;B;B;B;B;B;A;A;B;A;A;B;A;B;B
2,10054E+11;F;GO;H;D;F;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10053E+11;F;GO;B;B;A;B;2;B;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;B;A;B;B
2,10053E+11;M;GO;E;E;B;D;3;G;A;C;D;B;A;B;B;B;A;B;A;B;B;A;A;D;B;B;B
2,10051E+11;F;GO;E;E;D;C;5;C;A;B;C;C;A;B;B;B;B;B;A;A;C;B;A;D;A;B;B
2,10051E+11;F;GO;H;D;F;B;3;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;B;C;A;B;B
2,10054E+11;F;GO;E;G;D;D;4;H;A;C;C;C;B;B;A;B;B;B;A;A;D;A;A;D;A;B;B
2,10053E+11;M;GO;B;C;B;B;5;H;A;B;D;B;B;B;A;B;A;B;A;A;C;A;A;E;A;B;B
2,10051E+11;M;GO;C;C;A;B;4;C;A;C;C;B;A;B;A;A;A;A;A;A;A;A;A;E;A;A;A
2,10053E+11;F;GO;D;G;C;D;3;F;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;D;D;C;C;3;C;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;A
2,10051E+11;F;GO;E;C;F;F;5;E;A;B;C;B;A;B;A;B;A;B;A;A;C;A;A;E;A;B;B
2,10054E+11;M;GO;E;E;C;D;4;G;A;C;D;B;A;B;A;B;A;A;A;A;A;A;A;D;A;C;B
2,10053E+11;F;GO;E;E;D;D;4;H;B;D;D;C;A;B;B;B;A;B;A;B;B;A;B;E;A;C;B
2,10052E+11;F;GO;C;C;A;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;F;GO;G;E;D;D;4;I;A;C;D;B;A;B;A;B;A;B;A;A;C;B;B;E;B;E;B
2,10052E+11;F;GO;H;H;A;A;3;A;A;C;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;F;GO;B;D;B;B;2;B;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B
2,10053E+11;M;GO;F;G;B;E;4;O;A;C;D;B;A;B;B;B;B;B;A;A;B;B;A;E;A;C;B
2,10053E+11;F;GO;C;H;A;D;4;C;A;B;C;A;C;B;A;A;A;A;A;A;B;B;A;E;A;B;B
2,10051E+11;M;GO;C;D;B;C;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10053E+11;F;GO;E;E;B;B;3;D;A;B;E;B;A;C;A;B;A;A;A;A;C;A;A;D;A;B;B
2,10053E+11;M;GO;G;G;B;E;4;I;A;D;D;B;A;C;C;B;A;B;A;B;C;B;B;B;B;B;B
2,10054E+11;M;GO;C;F;A;B;2;B;A;B;C;A;A;B;A;B;B;B;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;G;G;D;D;4;O;B;C;C;C;A;B;B;B;A;B;A;B;B;B;A;E;B;C;B
2,10051E+11;F;GO;B;D;A;B;5;F;A;B;C;B;B;B;B;B;B;A;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;E;E;C;B;5;G;A;C;C;A;A;B;B;B;A;B;A;A;B;B;A;D;A;A;B
2,10053E+11;M;GO;D;D;D;C;4;F;C;C;C;C;C;B;A;B;B;B;A;B;C;B;A;C;B;B;B
2,10054E+11;F;GO;D;D;B;B;3;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;A
2,10053E+11;M;GO;C;D;B;B;4;B;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;E;E;B;C;5;G;A;C;D;B;A;B;B;B;A;B;A;A;B;B;A;E;A;B;B
2,10052E+11;F;GO;C;B;B;B;4;D;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;B;B;A;A;6;D;A;B;D;B;B;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10053E+11;F;GO;C;E;D;D;4;F;A;B;C;B;A;B;A;B;A;B;A;A;C;B;A;E;A;C;B
2,10053E+11;M;GO;D;C;B;B;4;E;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;C;C;F;F;3;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10052E+11;F;GO;C;E;B;B;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
2,10052E+11;F;GO;F;G;B;B;4;D;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,10052E+11;M;GO;G;G;E;E;3;O;B;C;D;D;A;C;C;B;A;B;A;A;C;B;B;D;B;B;B
2,10052E+11;M;GO;D;D;C;C;4;E;A;C;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;H;H;F;F;8;F;A;C;E;B;B;B;C;B;A;B;A;A;A;B;B;A;B;A;A
2,10054E+11;F;GO;H;H;F;F;4;C;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A
2,10054E+11;M;GO;F;D;D;D;3;F;A;C;D;B;A;C;B;B;A;B;A;B;C;A;A;D;A;A;B
2,10052E+11;F;GO;F;F;C;D;4;G;B;D;D;C;A;B;B;B;A;B;A;B;C;A;A;D;B;B;B
2,10054E+11;F;GO;C;E;C;B;6;E;A;B;D;A;A;B;A;A;A;B;A;A;B;A;A;A;A;A;B
2,10052E+11;F;GO;E;E;C;B;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;C;E;B;B;5;C;A;C;D;B;A;B;B;B;B;A;A;A;B;A;A;B;A;A;B
2,10051E+11;F;GO;B;B;B;B;5;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;B;E;A;A;B
2,10053E+11;M;GO;B;C;B;B;6;F;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,10053E+11;M;GO;B;D;D;B;4;E;A;C;D;C;A;B;B;B;A;B;A;A;C;A;A;D;A;B;B
2,10054E+11;M;GO;D;E;C;B;3;D;A;B;C;B;C;B;B;B;A;B;A;A;C;B;A;D;A;B;B
2,10051E+11;F;GO;A;D;C;B;4;D;A;B;D;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;D;D;B;B;5;B;A;B;B;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10051E+11;M;GO;A;C;A;A;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,10054E+11;F;GO;D;E;A;B;5;C;A;C;C;B;B;B;A;B;A;B;A;A;B;A;A;C;B;B;B
2,10053E+11;M;GO;C;D;B;A;4;D;A;B;C;A;B;B;A;B;A;A;A;A;B;B;A;D;A;A;B
2,10052E+11;F;GO;G;F;F;D;3;H;A;B;C;C;A;B;B;B;A;B;A;B;C;A;A;D;A;C;B
2,10053E+11;M;GO;E;F;F;D;2;B;A;B;E;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;A
2,10052E+11;M;GO;F;E;C;D;5;F;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;B;B;B;B
2,10054E+11;M;GO;B;E;A;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10054E+11;M;GO;H;C;C;B;2;C;A;C;D;A;B;B;B;B;B;B;A;B;B;B;A;C;B;B;B
2,10054E+11;M;GO;E;E;D;D;2;C;A;C;D;A;B;B;A;B;A;B;A;A;B;A;A;C;B;B;B
2,10053E+11;F;GO;E;E;D;B;2;B;A;D;D;C;A;B;B;B;A;B;A;A;B;A;B;C;A;B;B
2,10052E+11;M;GO;D;F;A;D;3;D;A;C;D;B;B;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10052E+11;M;GO;E;E;C;C;4;H;A;C;D;B;A;C;B;B;B;A;A;A;B;A;A;E;A;B;B
2,10053E+11;F;GO;H;H;A;B;2;B;A;B;D;A;B;B;A;B;A;B;A;A;B;A;A;B;A;A;B
2,10054E+11;F;GO;E;E;A;B;4;D;A;C;D;B;B;B;A;B;A;B;A;A;B;B;A;A;A;B;B
2,10051E+11;M;GO;F;F;B;D;3;H;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;C;B
2,10052E+11;F;GO;D;D;A;C;4;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
2,10052E+11;F;GO;E;F;D;D;3;I;A;D;D;C;A;B;B;B;A;B;A;B;B;A;A;D;A;B;B
2,10052E+11;M;GO;H;A;F;F;2;C;B;B;A;B;A;C;B;C;A;A;C;B;A;A;A;B;B;A;A
2,10051E+11;F;GO;D;C;F;B;5;C;D;B;C;B;A;B;C;B;C;B;A;A;C;A;B;D;A;A;B
2,10051E+11;F;GO;A;E;F;B;2;B;A;B;C;B;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
2,10054E+11;M;GO;D;D;A;A;4;B;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10054E+11;M;GO;E;G;C;D;3;H;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B
2,10054E+11;M;GO;H;H;B;B;4;B;C;A;B;B;B;B;B;B;A;A;A;A;A;B;A;B;A;B;A
2,10053E+11;M;GO;E;E;D;B;4;F;A;B;D;B;B;B;A;B;A;B;A;B;B;B;A;D;A;A;B
2,10052E+11;F;GO;F;E;C;F;4;F;A;E;D;C;B;B;B;B;B;B;A;B;B;B;B;E;B;B;B
2,10054E+11;M;GO;E;G;C;D;5;F;A;C;D;B;B;B;A;B;A;A;A;B;B;A;A;D;A;A;B
2,10051E+11;M;GO;C;D;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;H;H;F;B;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10053E+11;M;GO;D;D;B;B;4;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;C;C;F;F;4;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
2,10054E+11;F;GO;H;H;F;F;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10053E+11;F;GO;E;E;B;B;4;F;A;B;D;B;B;B;B;B;B;B;A;A;B;A;B;E;A;A;B
2,10052E+11;M;GO;E;E;D;B;4;C;A;C;D;B;A;B;A;B;A;A;A;A;D;A;A;E;A;C;B
2,10054E+11;F;GO;A;B;A;A;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;D;E;D;C;4;F;A;C;C;B;A;B;B;B;A;B;A;B;B;B;B;B;A;B;B
2,10053E+11;F;GO;B;B;A;A;3;D;A;B;C;B;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;M;GO;F;E;D;F;4;H;A;B;C;C;A;B;B;B;A;B;A;B;B;A;B;E;B;C;B
2,10052E+11;M;GO;H;H;F;F;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
2,10052E+11;M;GO;C;B;A;A;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
